epoch;accuracy;loss;val_accuracy;val_loss
0;0.4150943458080292;3414.82861328125;NA;NA
1;0.40566039085388184;1.0703837871551514;NA;NA
2;0.4433962404727936;1.0779203176498413;NA;NA
3;0.4433962404727936;1.0756795406341553;NA;NA
4;0.43396225571632385;1.0747928619384766;NA;NA
5;0.4433962404727936;1.0789788961410522;NA;NA
6;0.4245283007621765;1.0765117406845093;NA;NA
7;0.4433962404727936;1.076821208000183;NA;NA
8;0.4433962404727936;1.076478123664856;NA;NA
9;0.4433962404727936;1.075303554534912;NA;NA
10;0.4433962404727936;1.078331470489502;NA;NA
11;0.4433962404727936;1.0781193971633911;NA;NA
12;0.4433962404727936;1.0726642608642578;NA;NA
13;0.4433962404727936;1.0777249336242676;NA;NA
14;0.4433962404727936;1.077745795249939;NA;NA
15;0.4433962404727936;1.0744515657424927;NA;NA
16;0.4433962404727936;1.0782012939453125;NA;NA
17;0.4245283007621765;1.0698189735412598;NA;NA
18;0.4433962404727936;1.0743943452835083;NA;NA
19;0.4433962404727936;1.0771455764770508;NA;NA
20;0.4433962404727936;1.0736980438232422;NA;NA
21;0.3679245412349701;1.0683050155639648;NA;NA
22;0.4433962404727936;1.07896089553833;NA;NA
23;0.4245283007621765;1.0756996870040894;NA;NA
24;0.4433962404727936;1.076396107673645;NA;NA
25;0.43396225571632385;1.0772700309753418;NA;NA
26;0.4433962404727936;1.0776841640472412;NA;NA
27;0.4433962404727936;1.0759997367858887;NA;NA
28;0.4433962404727936;1.0733391046524048;NA;NA
29;0.4433962404727936;1.0754637718200684;NA;NA
30;0.4433962404727936;1.0746088027954102;NA;NA
31;0.3962264060974121;1.0730208158493042;NA;NA
32;0.4433962404727936;1.077654242515564;NA;NA
33;0.4433962404727936;1.0765736103057861;NA;NA
34;0.43396225571632385;1.07158625125885;NA;NA
35;0.4433962404727936;1.0750410556793213;NA;NA
36;0.4433962404727936;1.0773959159851074;NA;NA
37;0.4433962404727936;1.077096939086914;NA;NA
38;0.4433962404727936;1.077562689781189;NA;NA
39;0.4433962404727936;1.0750106573104858;NA;NA
40;0.43396225571632385;1.0764310359954834;NA;NA
41;0.40566039085388184;1.0712370872497559;NA;NA
42;0.4433962404727936;1.0772714614868164;NA;NA
43;0.43396225571632385;1.0750041007995605;NA;NA
44;0.4433962404727936;1.077148675918579;NA;NA
45;0.4433962404727936;1.0771194696426392;NA;NA
46;0.4433962404727936;1.0756858587265015;NA;NA
47;0.3962264060974121;1.076484203338623;NA;NA
48;0.4433962404727936;1.075232744216919;NA;NA
49;0.4433962404727936;1.0713748931884766;NA;NA
50;0.3962264060974121;1.0779168605804443;NA;NA
51;0.4433962404727936;1.0754350423812866;NA;NA
52;0.4245283007621765;1.0763781070709229;NA;NA
53;0.4433962404727936;1.0774604082107544;NA;NA
54;0.4150943458080292;1.0705674886703491;NA;NA
55;0.4433962404727936;1.0764106512069702;NA;NA
56;0.4150943458080292;1.0758036375045776;NA;NA
57;0.4433962404727936;1.0775911808013916;NA;NA
58;0.4433962404727936;1.074028730392456;NA;NA
59;0.4433962404727936;1.0774368047714233;NA;NA
60;0.4433962404727936;1.0771567821502686;NA;NA
61;0.38679245114326477;1.0744177103042603;NA;NA
62;0.4433962404727936;1.0739270448684692;NA;NA
63;0.4433962404727936;1.07817542552948;NA;NA
64;0.4433962404727936;1.0780351161956787;NA;NA
65;0.4433962404727936;1.0763490200042725;NA;NA
66;0.43396225571632385;1.072388768196106;NA;NA
67;0.4433962404727936;1.0718575716018677;NA;NA
68;0.3962264060974121;1.0759315490722656;NA;NA
69;0.4433962404727936;1.0750463008880615;NA;NA
70;0.4433962404727936;1.0768013000488281;NA;NA
71;0.43396225571632385;1.0608340501785278;NA;NA
72;0.4433962404727936;1.081234097480774;NA;NA
73;0.4433962404727936;1.0791270732879639;NA;NA
74;0.4433962404727936;1.0769914388656616;NA;NA
75;0.4433962404727936;1.0773532390594482;NA;NA
76;0.4245283007621765;1.0767499208450317;NA;NA
77;0.4433962404727936;1.0756261348724365;NA;NA
78;0.4433962404727936;1.0745935440063477;NA;NA
79;0.43396225571632385;1.0744291543960571;NA;NA
80;0.4433962404727936;1.0753072500228882;NA;NA
81;0.4433962404727936;1.075074553489685;NA;NA
82;0.4433962404727936;1.0779974460601807;NA;NA
83;0.4433962404727936;1.0783860683441162;NA;NA
84;0.4433962404727936;1.075147271156311;NA;NA
85;0.4433962404727936;1.0780155658721924;NA;NA
86;0.4245283007621765;1.0774738788604736;NA;NA
87;0.4433962404727936;1.0772497653961182;NA;NA
88;0.43396225571632385;1.076003074645996;NA;NA
89;0.4433962404727936;1.074101448059082;NA;NA
90;0.4433962404727936;1.074800729751587;NA;NA
91;0.4433962404727936;1.076286792755127;NA;NA
92;0.4433962404727936;1.0761512517929077;NA;NA
93;0.43396225571632385;1.077684998512268;NA;NA
94;0.4433962404727936;1.0765442848205566;NA;NA
95;0.4433962404727936;1.075396180152893;NA;NA
96;0.4433962404727936;1.0746194124221802;NA;NA
97;0.4433962404727936;1.0716735124588013;NA;NA
98;0.4433962404727936;1.0780858993530273;NA;NA
99;0.4433962404727936;1.0782201290130615;NA;NA
0;0.417391300201416;2310.007080078125;NA;NA
1;0.40869563817977905;1.0736072063446045;NA;NA
2;0.426086962223053;1.0733461380004883;NA;NA
3;0.40869563817977905;1.0720670223236084;NA;NA
4;0.40869563817977905;1.0689759254455566;NA;NA
5;0.46086955070495605;1.0650060176849365;NA;NA
6;0.417391300201416;1.0737744569778442;NA;NA
7;0.40869563817977905;1.0708966255187988;NA;NA
8;0.43478259444236755;1.0642768144607544;NA;NA
9;0.3913043439388275;1.06974458694458;NA;NA
10;0.3913043439388275;1.0691338777542114;NA;NA
11;0.40869563817977905;1.072182059288025;NA;NA
12;0.43478259444236755;1.0681535005569458;NA;NA
13;0.4000000059604645;1.0730794668197632;NA;NA
14;0.40869563817977905;1.0717217922210693;NA;NA
15;0.417391300201416;1.0736593008041382;NA;NA
16;0.426086962223053;1.0677845478057861;NA;NA
17;0.4000000059604645;1.0724083185195923;NA;NA
18;0.35652172565460205;1.072485089302063;NA;NA
19;0.3913043439388275;1.069365382194519;NA;NA
20;0.426086962223053;1.0748132467269897;NA;NA
21;0.426086962223053;1.072911024093628;NA;NA
22;0.3913043439388275;1.0720099210739136;NA;NA
23;0.40869563817977905;1.0669527053833008;NA;NA
24;0.426086962223053;1.0735915899276733;NA;NA
25;0.40869563817977905;1.0727323293685913;NA;NA
26;0.40869563817977905;1.0724568367004395;NA;NA
27;0.417391300201416;1.0694607496261597;NA;NA
28;0.3913043439388275;1.0737788677215576;NA;NA
29;0.373913049697876;1.073835015296936;NA;NA
30;0.3913043439388275;1.072811245918274;NA;NA
31;0.426086962223053;1.0684446096420288;NA;NA
32;0.3913043439388275;1.0729339122772217;NA;NA
33;0.33043476939201355;1.0730088949203491;NA;NA
34;0.426086962223053;1.0726420879364014;NA;NA
35;0.38260868191719055;1.0713565349578857;NA;NA
36;0.40869563817977905;1.0674138069152832;NA;NA
37;0.426086962223053;1.0725687742233276;NA;NA
38;0.373913049697876;1.0730197429656982;NA;NA
39;0.4000000059604645;1.0721461772918701;NA;NA
40;0.3913043439388275;1.0722330808639526;NA;NA
41;0.38260868191719055;1.0670651197433472;NA;NA
42;0.4000000059604645;1.0718592405319214;NA;NA
43;0.40869563817977905;1.0735417604446411;NA;NA
44;0.38260868191719055;1.0718895196914673;NA;NA
45;0.4000000059604645;1.0717589855194092;NA;NA
46;0.4000000059604645;1.072230577468872;NA;NA
47;0.3913043439388275;1.073177695274353;NA;NA
48;0.40869563817977905;1.0704107284545898;NA;NA
49;0.365217387676239;1.0685265064239502;NA;NA
50;0.38260868191719055;1.071405291557312;NA;NA
51;0.40869563817977905;1.0748200416564941;NA;NA
52;0.3913043439388275;1.070732831954956;NA;NA
53;0.40869563817977905;1.0717697143554688;NA;NA
54;0.417391300201416;1.0650477409362793;NA;NA
55;0.40869563817977905;1.0739015340805054;NA;NA
56;0.3913043439388275;1.071676254272461;NA;NA
57;0.4000000059604645;1.071706771850586;NA;NA
58;0.40869563817977905;1.0702390670776367;NA;NA
59;0.417391300201416;1.0719441175460815;NA;NA
60;0.426086962223053;1.0722253322601318;NA;NA
61;0.40869563817977905;1.0709389448165894;NA;NA
62;0.38260868191719055;1.072587013244629;NA;NA
63;0.417391300201416;1.069870948791504;NA;NA
64;0.426086962223053;1.0715185403823853;NA;NA
65;0.365217387676239;1.0704071521759033;NA;NA
66;0.365217387676239;1.0708041191101074;NA;NA
67;0.4000000059604645;1.0699431896209717;NA;NA
68;0.4000000059604645;1.068770170211792;NA;NA
69;0.3478260934352875;1.062406301498413;NA;NA
70;0.40869563817977905;1.0737906694412231;NA;NA
71;0.417391300201416;1.0700769424438477;NA;NA
72;0.4000000059604645;1.0726473331451416;NA;NA
73;0.3913043439388275;1.0718109607696533;NA;NA
74;0.4000000059604645;1.0723133087158203;NA;NA
75;0.3913043439388275;1.0708301067352295;NA;NA
76;0.426086962223053;1.0696715116500854;NA;NA
77;0.4434782564640045;1.0661346912384033;NA;NA
78;0.417391300201416;1.0632317066192627;NA;NA
79;0.417391300201416;1.0746581554412842;NA;NA
80;0.40869563817977905;1.0730342864990234;NA;NA
81;0.38260868191719055;1.070488452911377;NA;NA
82;0.426086962223053;1.0635595321655273;NA;NA
83;0.417391300201416;1.0745147466659546;NA;NA
84;0.38260868191719055;1.0702767372131348;NA;NA
85;0.426086962223053;1.075149655342102;NA;NA
86;0.426086962223053;1.0729812383651733;NA;NA
87;0.3913043439388275;1.0708398818969727;NA;NA
88;0.40869563817977905;1.0742024183273315;NA;NA
89;0.40869563817977905;1.0708062648773193;NA;NA
90;0.373913049697876;1.0719653367996216;NA;NA
91;0.426086962223053;1.0713555812835693;NA;NA
92;0.40869563817977905;1.0738173723220825;NA;NA
93;0.417391300201416;1.0641868114471436;NA;NA
94;0.417391300201416;1.0708876848220825;NA;NA
95;0.4000000059604645;1.0712981224060059;NA;NA
96;0.40869563817977905;1.0656455755233765;NA;NA
97;0.38260868191719055;1.0706313848495483;NA;NA
98;0.40869563817977905;1.0712205171585083;NA;NA
99;0.417391300201416;1.0715019702911377;NA;NA
100;0.3913043439388275;1.0725791454315186;NA;NA
101;0.4000000059604645;1.0732581615447998;NA;NA
102;0.40869563817977905;1.0724540948867798;NA;NA
103;0.35652172565460205;1.0709582567214966;NA;NA
104;0.417391300201416;1.072633147239685;NA;NA
105;0.4000000059604645;1.0721291303634644;NA;NA
106;0.38260868191719055;1.0706942081451416;NA;NA
107;0.4000000059604645;1.0731695890426636;NA;NA
108;0.4000000059604645;1.0730865001678467;NA;NA
109;0.3913043439388275;1.071929931640625;NA;NA
110;0.40869563817977905;1.0592743158340454;NA;NA
111;0.417391300201416;1.075273036956787;NA;NA
112;0.38260868191719055;1.0728834867477417;NA;NA
113;0.365217387676239;1.0717931985855103;NA;NA
114;0.417391300201416;1.0703128576278687;NA;NA
115;0.43478259444236755;1.064599633216858;NA;NA
116;0.373913049697876;1.0701026916503906;NA;NA
117;0.4000000059604645;1.066849946975708;NA;NA
118;0.35652172565460205;1.0703489780426025;NA;NA
119;0.4000000059604645;1.071199655532837;NA;NA
120;0.38260868191719055;1.071823239326477;NA;NA
121;0.3913043439388275;1.071832537651062;NA;NA
122;0.373913049697876;1.0741170644760132;NA;NA
123;0.38260868191719055;1.0702677965164185;NA;NA
124;0.373913049697876;1.0713094472885132;NA;NA
125;0.40869563817977905;1.0692932605743408;NA;NA
126;0.4000000059604645;1.0739827156066895;NA;NA
127;0.417391300201416;1.0737706422805786;NA;NA
128;0.4000000059604645;1.0713622570037842;NA;NA
129;0.4000000059604645;1.0736404657363892;NA;NA
130;0.417391300201416;1.0726149082183838;NA;NA
131;0.426086962223053;1.0697476863861084;NA;NA
132;0.373913049697876;1.0734977722167969;NA;NA
133;0.417391300201416;1.0724064111709595;NA;NA
134;0.38260868191719055;1.0720573663711548;NA;NA
135;0.40869563817977905;1.064626932144165;NA;NA
136;0.33043476939201355;1.0761685371398926;NA;NA
137;0.373913049697876;1.069662094116211;NA;NA
138;0.38260868191719055;1.0708601474761963;NA;NA
139;0.38260868191719055;1.0729061365127563;NA;NA
140;0.40869563817977905;1.0653308629989624;NA;NA
141;0.365217387676239;1.0718644857406616;NA;NA
142;0.4000000059604645;1.0734963417053223;NA;NA
143;0.365217387676239;1.069307804107666;NA;NA
144;0.4000000059604645;1.0724513530731201;NA;NA
145;0.417391300201416;1.0727189779281616;NA;NA
